WKT,nama,deskripsi
"POLYGON ((106.8818125 -6.2951991, 106.8831097 -6.2986812, 106.883571 -6.3003587, 106.8838277 -6.3014391, 106.8839346 -6.3019207, 106.8840405 -6.3022552, 106.8843155 -6.3026605, 106.8851375 -6.3033139, 106.8857316 -6.3038284, 106.8864464 -6.304287, 106.8868944 -6.3046549, 106.8876588 -6.3049935, 106.8887608 -6.3051723, 106.8904999 -6.3055558, 106.8941584 -6.3064809, 106.8963873 -6.3071288, 106.8971464 -6.30759, 106.8982863 -6.3080912, 106.8996731 -6.3090883, 106.9008371 -6.310128, 106.9016901 -6.3107358, 106.9023392 -6.3109544, 106.9033747 -6.3110689, 106.9036939 -6.3110862, 106.9040238 -6.3111142, 106.9046515 -6.3070084, 106.9056788 -6.3027909, 106.9058098 -6.2996339, 106.9057723 -6.2995752, 106.9057656 -6.2994899, 106.9044687 -6.2990673, 106.9037271 -6.2988341, 106.9018764 -6.2993446, 106.896056 -6.2986834, 106.8930948 -6.2974837, 106.8905038 -6.296476, 106.8891842 -6.2945404, 106.8818125 -6.2951991))",Taman Mini Indonesia,
