WKT,nama,deskripsi
"POLYGON ((106.8061343 -6.2127757, 106.8051714 -6.2129836, 106.8050426 -6.212965, 106.8025428 -6.2135649, 106.7983479 -6.2146236, 106.7982583 -6.2146965, 106.7981644 -6.2148432, 106.7981993 -6.2154458, 106.7982235 -6.215611, 106.7963892 -6.2156137, 106.7963302 -6.2161524, 106.7980683 -6.2162324, 106.7983365 -6.2162297, 106.7983687 -6.2179335, 106.7983159 -6.2192061, 106.7982734 -6.2198067, 106.7983136 -6.2199214, 106.7983485 -6.2205667, 106.7984306 -6.2206736, 106.7988853 -6.2208816, 106.7997529 -6.2212269, 106.8010511 -6.2217348, 106.8024834 -6.2223214, 106.8029475 -6.2224921, 106.8031915 -6.2226814, 106.8040286 -6.2237878, 106.8047966 -6.2247501, 106.8064758 -6.2235581, 106.8072637 -6.2230787, 106.8078591 -6.2227187, 106.8088201 -6.2220805, 106.80831 -6.2213427, 106.8082966 -6.2209028, 106.8082859 -6.2202842, 106.8082631 -6.2200375, 106.8083167 -6.2196309, 106.8082523 -6.2193096, 106.8082685 -6.2190269, 106.808306 -6.2182697, 106.8083329 -6.2177844, 106.8083221 -6.2170698, 106.8083275 -6.2163765, 106.8083436 -6.2156619, 106.8085689 -6.2149793, 106.8087673 -6.2146007, 106.808129 -6.2137207, 106.8075151 -6.2130808, 106.8071015 -6.2127963, 106.8065329 -6.212703, 106.8061343 -6.2127757))",Gelora Bung Karno,
